11           10     0           0    		  0       1      0        0           1     	   100
0            2      0           9    		  1       1      0        0           1     	   100
13           21     0           0    		  0       1      0        0           1     	   100
//Drake's                                                                                      
7            10      0          0    		  0       1      0        0           1     	   100
8            10      0          0    		  0       1      0        0           1     	   100
9            10      0          0    		  0       1      0        0           1     	   100
10           10      0          0    		  0       1      0        0           1     	   100
//Gaia Silk Set                                                                                
7            11      0          0    		  0       1      0        0           1     	   100
8            11      0          0    		  0       1      0        0           1     	   100
9            11      0          0    		  0       1      0        0           1     	   100
10           11      0          0    		  0       1      0        0           1     	   100
4             9      0          9    		  1       1      0        0           1     	   100
//Fase's                                                                                       
9            11      0          0    		  0       1      0        0           1     	   100
10           11      0          0    		  0       1      0        0           1     	   100
11           11      0          0    		  0       1      0        0           1     	   100
//Odin Wind Set                                                                                
7            12      0          0    		  0       1      0        0           1     	   100
8            12      0          0    		  0       1      0        0           1     	   100
9            12      0          0    		  0       1      0        0           1     	   100
10           12      0          0    		  0       1      0        0           1     	   100
11           12      0          0    		  0       1      0        0           1     	   100
//Elvian's                                                                                     
9            12      0          0    		  0       1      0        0           1     	   100
11           12      0          0    		  0       1      0        0           1     	   100
//Argo Spirit Set                                                                              
8            13      0          0    		  0       1      0        0           1     	   100
9            13      0          0    		  0       1      0        0           1     	   100
10           13      0          0    		  0       1      0        0           1     	   100
//Karis's                                                                                      
7            13      0          0    		  0       1      0        0           1     	   100
9            13      0          0    		  0       1      0        0           1     	   100
11           13      0          0    		  0       1      0        0           1     	   100
//Gywen Guardian Set                                                                           
8            14      0          0    		  0       1      0        0           1     	   100
10           14      0          0    		  0       1      0        0           1     	   100
11           14      0          0    		  0       1      0        0           1     	   100
4             5      0          9    		  1       1      0        0           1     	   100
13           28      0          0    		  0       1      0        0           1     	   100
//Aruane Guardian Set                                                                          
7            14      0          0    		  0       1      0        0           1     	   100
8            14      0          0    		  0       1      0        0           1     	   100
9            14      0          0    		  0       1      0        0           1     	   100
11           14      0          0    		  0       1      0        0           1     	   100
//Gaion Storm Crow Set                                                                         
8            15      0          0    		  0       1      0        0           1     	   100
9            15      0          0    		  0       1      0        0           1     	   100
11           15      0          0    		  0       1      0        0           1     	   100
13           27      0          0    		  0       1      0        0           1     	   100
//Muren Storm Crow Set                                                                         
8            15      0          0    		  0       1      0        0           1     	   100
9            15      0          0    		  0       1      0        0           1     	   100
11           15      0          0    		  0       1      0        0           1     	   100
13           21      0          0    		  0       1      0        0           1     	   100
//Agnis Adamantine Set                                                                         
7            26      0          0    		  0       1      0        0           1     	   100
8            26      0          0    		  0       1      0        0           1     	   100
9            26      0          0    		  0       1      0        0           1     	   100
13           9       0          0    		  0       1      0        0           1     	   100
//Browii Adamantine Set                                                                        
9             26     0          0    		  0       1      0        0           1     	   100
10            26     0          0    		  0       1      0        0           1     	   100
11            26     0          0    		  0       1      0        0           1     	   100
13            25     0          0    		  0       1      0        0           1     	   100
//rf                                                                                           
0             32     0          0    		  0       1      0        0           1     	   100
7             59     0          0    		  0       1      0        0           1     	   100
8 	          59     0          0    		  0       1      0        0           1     	   100
9             59     0          0    		  0       1      0        0           1     	   100
11            59     0          0    		  0       1      0        0           1     	   100
//sum                                                                                          
7             40     0          0    		  0       1      0        0           1     	   100
8             40     0          0    		  0       1      0        0           1     	   100
9 	          40     0          0    		  0       1      0        0           1     	   100
10            40     0          0    		  0       1      0        0           1     	   100
11            40     0          0    		  0       1      0        0           1     	   100
end



