13:10:23 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
18:37:49 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
18:38:10 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
18:38:18 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
18:38:49 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
18:38:57 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
18:39:39 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
18:39:48 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
18:40:12 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
18:40:43 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
18:40:52 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
18:40:59 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
18:42:09 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
18:43:08 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
18:54:53 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
19:01:39 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
19:02:10 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
19:04:06 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
19:04:25 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
19:05:44 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
19:06:01 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
19:07:00 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
19:07:14 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
19:09:06 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
19:09:19 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
19:10:46 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
19:10:53 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.6, Nhóm Sub: 0)
19:25:34 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.6, GameServerCode: 0)
