00:06:17 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
11:11:35 Lỗi: Tài khoản không tồn tại (Tài khoản: 111, Mật khẩu: 111, IP: 192.168.1.7)
11:11:35 Tài khoản mới đã được tạo. (Tài khoản: 111, Mật khẩu: 111, IP: 192.168.1.7)
11:11:36 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
12:47:33 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
15:42:52 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
15:43:21 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
15:46:54 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
15:47:25 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
15:49:32 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
15:50:20 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
15:56:34 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
15:57:32 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:13:26 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:13:35 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:14:01 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:14:36 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:21:14 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:21:28 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:26:14 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:26:32 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:27:48 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:28:08 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:28:20 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:29:19 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:33:24 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:33:43 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:35:58 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:36:24 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:42:43 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:42:53 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:43:15 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:43:45 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:58:49 [AccountInfo] Account disconnected by clear (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:59:00 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:21:06 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:21:20 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:22:07 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:26:32 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:26:46 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:27:09 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:27:21 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:27:45 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:27:59 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:28:13 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:28:49 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
17:29:30 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
17:29:31 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:29:47 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
17:30:02 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:30:20 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:30:21 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
17:32:22 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:32:41 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:32:51 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:33:07 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:34:21 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:34:39 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:36:09 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:36:29 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
17:58:45 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
17:58:47 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:02:53 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:03:08 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:03:57 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:04:13 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:04:26 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:04:28 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:05:33 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:05:43 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:06:35 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:07:00 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:08:33 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:08:34 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:08:45 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:08:51 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:09:20 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:09:27 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:19:04 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:19:22 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:19:30 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:19:31 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:20:03 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:20:16 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:21:46 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:21:47 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:24:17 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:25:00 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:25:11 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:25:29 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:26:00 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:26:06 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:26:28 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:26:57 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:27:26 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:27:44 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:28:27 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:28:28 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:28:40 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:28:53 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:29:12 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:29:18 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:29:23 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:29:32 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:30:13 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:30:34 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:31:00 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:31:11 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:31:13 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:31:24 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:32:26 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:32:27 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:32:54 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:33:26 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:33:43 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:33:53 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:34:26 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:34:38 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:34:57 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:35:07 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:35:25 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:35:58 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:36:15 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:36:25 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:36:53 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:37:12 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
18:37:23 [AccountInfo] Account disconnected (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
18:46:15 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:46:35 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:52:37 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:52:51 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:52:58 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:02:03 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:49:50 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:51:19 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:51:33 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:35:30 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
20:36:03 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:37:09 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
20:37:19 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:37:39 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
20:37:44 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:37:59 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
20:38:02 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:38:21 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:19:23 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:19:31 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:19:38 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:44:14 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:47:35 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:18:31 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:19:22 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
