00:06:56 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot26, IP: 39.165.157.188, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot27, IP: 149.37.24.46, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot28, IP: 130.48.226.65, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot29, IP: 1.169.76.54, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot3, IP: 52.196.195.116, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot30, IP: 248.123.165.208, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot4, IP: 117.177.113.121, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot5, IP: 110.147.132.91, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot6, IP: 114.184.218.255, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot7, IP: 169.80.219.11, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot8, IP: 135.147.3.61, Nhóm Sub: 0)
10:41:29 Tài khoản vừa đăng nhập. (Tài khoản: bot9, IP: 2.217.97.169, Nhóm Sub: 0)
10:41:50 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
12:29:43 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot1, IpAddress: 233.119.198.117, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot10, IpAddress: 144.214.30.85, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot11, IpAddress: 98.127.172.18, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot12, IpAddress: 10.22.93.90, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot13, IpAddress: 25.250.53.184, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot14, IpAddress: 2.80.213.93, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot15, IpAddress: 182.14.226.254, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot16, IpAddress: 203.188.161.78, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot17, IpAddress: 113.60.182.162, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot18, IpAddress: 59.88.62.136, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot19, IpAddress: 146.237.31.79, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot2, IpAddress: 164.62.2.87, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot20, IpAddress: 107.43.8.248, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot21, IpAddress: 182.239.37.195, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot22, IpAddress: 18.192.248.46, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot23, IpAddress: 173.117.182.63, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot24, IpAddress: 53.26.17.86, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot25, IpAddress: 72.160.3.1, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot26, IpAddress: 39.165.157.188, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot27, IpAddress: 149.37.24.46, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot28, IpAddress: 130.48.226.65, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot29, IpAddress: 1.169.76.54, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot3, IpAddress: 52.196.195.116, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot30, IpAddress: 248.123.165.208, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot4, IpAddress: 117.177.113.121, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot5, IpAddress: 110.147.132.91, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot6, IpAddress: 114.184.218.255, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot7, IpAddress: 169.80.219.11, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot8, IpAddress: 135.147.3.61, GameServerCode: 0)
12:31:24 [AccountInfo] Account disconnected (Account: bot9, IpAddress: 2.217.97.169, GameServerCode: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot1, IP: 14.26.127.209, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot10, IP: 52.237.86.185, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot11, IP: 134.57.156.217, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot12, IP: 58.174.198.65, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot13, IP: 200.126.161.120, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot14, IP: 96.143.8.75, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot15, IP: 1.94.83.207, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot16, IP: 193.21.253.23, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot17, IP: 144.176.111.13, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot18, IP: 144.227.37.17, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot19, IP: 70.254.212.93, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot2, IP: 168.74.198.184, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot20, IP: 198.122.94.66, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot21, IP: 46.60.114.159, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot22, IP: 202.65.13.175, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot23, IP: 116.58.194.210, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot24, IP: 61.57.117.212, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot25, IP: 147.180.33.178, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot26, IP: 152.59.187.19, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot27, IP: 150.251.93.5, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot28, IP: 159.27.178.255, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot29, IP: 144.135.108.189, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot3, IP: 30.17.97.95, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot30, IP: 22.150.24.112, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot4, IP: 61.197.41.47, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot5, IP: 15.203.20.71, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot6, IP: 122.62.201.5, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot7, IP: 251.254.113.17, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot8, IP: 131.188.164.123, Nhóm Sub: 0)
12:31:28 Tài khoản vừa đăng nhập. (Tài khoản: bot9, IP: 232.89.120.166, Nhóm Sub: 0)
12:33:04 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:09:59 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:16:19 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:47:56 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:48:13 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:48:31 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:50:11 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:50:37 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:50:51 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:51:07 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:52:18 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:52:31 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:53:16 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:58:00 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:58:10 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:00:58 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:01:05 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:06:14 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:06:26 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:06:55 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:07:11 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:07:28 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:07:48 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:08:54 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:09:21 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:09:41 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:09:47 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:10:15 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:10:24 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:10:48 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:10:59 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:11:17 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:11:38 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:11:59 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:12:13 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:13:02 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:13:26 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:14:03 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:14:45 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:15:45 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:16:20 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:46:08 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:48:19 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
18:59:45 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
18:59:51 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:01:07 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:03:04 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:05:09 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:05:14 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:05:55 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:07:05 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:07:48 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:08:24 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:10:23 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:10:50 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:22:06 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:23:11 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:32:49 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:56:29 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:06:42 Lỗi: Tài khoản không tồn tại (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
20:06:42 Tài khoản mới đã được tạo. (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
20:06:43 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
20:09:12 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:13:32 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
20:13:44 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:30:51 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
20:37:52 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:38:21 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
20:38:34 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:40:25 Lỗi: Tài khoản không tồn tại (Tài khoản: 123123, Mật khẩu: 123123, IP: 192.168.1.7)
20:40:25 Tài khoản mới đã được tạo. (Tài khoản: 123123, Mật khẩu: 123123, IP: 192.168.1.7)
20:40:27 Tài khoản vừa đăng nhập. (Tài khoản: 123123, IP: 192.168.1.7, Nhóm Sub: 0)
20:50:12 [AccountInfo] Account disconnected by clear (Account: 123123, IpAddress: 192.168.1.7, GameServerCode: 0)
20:51:15 Tài khoản vừa đăng nhập. (Tài khoản: 123123, IP: 192.168.1.7, Nhóm Sub: 0)
21:07:29 Lỗi: Tài khoản không tồn tại (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
21:07:29 Tài khoản mới đã được tạo. (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
21:07:31 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:16:29 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:19:36 Lỗi: Tài khoản không tồn tại (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
21:19:36 Tài khoản mới đã được tạo. (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
21:19:37 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:21:06 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:25:13 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:39:06 [AccountInfo] Account disconnected by clear (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:43:20 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:44:09 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:00:01 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:00:07 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:06:54 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:07:08 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:13:43 Lỗi: Tài khoản không tồn tại (Tài khoản: 123123, Mật khẩu: 123123, IP: 192.168.1.7)
22:13:43 Tài khoản mới đã được tạo. (Tài khoản: 123123, Mật khẩu: 123123, IP: 192.168.1.7)
22:13:45 Tài khoản vừa đăng nhập. (Tài khoản: 123123, IP: 192.168.1.7, Nhóm Sub: 0)
22:14:00 [AccountInfo] Account disconnected (Account: 123123, IpAddress: 192.168.1.7, GameServerCode: 0)
22:25:48 Tài khoản vừa đăng nhập. (Tài khoản: 123123, IP: 192.168.1.7, Nhóm Sub: 0)
22:26:34 [AccountInfo] Account disconnected (Account: 123123, IpAddress: 192.168.1.7, GameServerCode: 0)
22:42:14 Lỗi: Tài khoản không tồn tại (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
22:42:14 Tài khoản mới đã được tạo. (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
22:42:16 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:48:17 [AccountInfo] Account disconnected by clear (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:57:03 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:57:10 Lỗi: Tài khoản không tồn tại (Tài khoản: 22, Mật khẩu: 22, IP: 192.168.1.7)
22:57:10 Tài khoản mới đã được tạo. (Tài khoản: 22, Mật khẩu: 22, IP: 192.168.1.7)
22:57:11 Tài khoản vừa đăng nhập. (Tài khoản: 22, IP: 192.168.1.7, Nhóm Sub: 0)
22:58:36 [AccountInfo] Account disconnected (Account: 22, IpAddress: 192.168.1.7, GameServerCode: 0)
23:24:54 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:25:05 Tài khoản vừa đăng nhập. (Tài khoản: 22, IP: 192.168.1.7, Nhóm Sub: 0)
23:25:07 [AccountInfo] Account disconnected (Account: 22, IpAddress: 192.168.1.7, GameServerCode: 0)
23:25:11 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:35:04 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:35:08 Lỗi: Tài khoản không tồn tại (Tài khoản: 111, Mật khẩu: 111, IP: 192.168.1.7)
23:35:08 Tài khoản mới đã được tạo. (Tài khoản: 111, Mật khẩu: 111, IP: 192.168.1.7)
23:35:09 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
23:36:50 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
