00:00:03 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
15:36:11 Lỗi: Tài khoản không tồn tại (Tài khoản: bot3, Mật khẩu: 1231231, IP: 192.168.1.7)
15:36:11 Tài khoản mới đã được tạo. (Tài khoản: bot3, Mật khẩu: 1231231, IP: 192.168.1.7)
15:36:12 Tài khoản vừa đăng nhập. (Tài khoản: bot3, IP: 192.168.1.7, Nhóm Sub: 0)
15:36:53 [AccountInfo] Account disconnected (Account: bot3, IpAddress: 192.168.1.7, GameServerCode: 0)
15:36:59 Lỗi: Tài khoản không tồn tại (Tài khoản: bot4, Mật khẩu: 1231231, IP: 192.168.1.7)
15:36:59 Tài khoản mới đã được tạo. (Tài khoản: bot4, Mật khẩu: 1231231, IP: 192.168.1.7)
15:37:00 Tài khoản vừa đăng nhập. (Tài khoản: bot4, IP: 192.168.1.7, Nhóm Sub: 0)
15:37:51 [AccountInfo] Account disconnected (Account: bot4, IpAddress: 192.168.1.7, GameServerCode: 0)
15:37:59 Lỗi: Tài khoản không tồn tại (Tài khoản: bot5, Mật khẩu: 1231231, IP: 192.168.1.7)
15:37:59 Tài khoản mới đã được tạo. (Tài khoản: bot5, Mật khẩu: 1231231, IP: 192.168.1.7)
15:38:00 Tài khoản vừa đăng nhập. (Tài khoản: bot5, IP: 192.168.1.7, Nhóm Sub: 0)
15:51:56 [AccountInfo] Account disconnected (Account: bot5, IpAddress: 192.168.1.7, GameServerCode: 0)
15:52:09 Lỗi: Tài khoản không tồn tại (Tài khoản: bot6, Mật khẩu: 1231231, IP: 192.168.1.7)
15:52:09 Tài khoản mới đã được tạo. (Tài khoản: bot6, Mật khẩu: 1231231, IP: 192.168.1.7)
15:52:10 Tài khoản vừa đăng nhập. (Tài khoản: bot6, IP: 192.168.1.7, Nhóm Sub: 0)
15:53:05 [AccountInfo] Account disconnected (Account: bot6, IpAddress: 192.168.1.7, GameServerCode: 0)
15:53:09 Lỗi: Tài khoản không tồn tại (Tài khoản: bot7, Mật khẩu: 1231231, IP: 192.168.1.7)
15:53:09 Tài khoản mới đã được tạo. (Tài khoản: bot7, Mật khẩu: 1231231, IP: 192.168.1.7)
15:53:10 Tài khoản vừa đăng nhập. (Tài khoản: bot7, IP: 192.168.1.7, Nhóm Sub: 0)
15:54:06 [AccountInfo] Account disconnected (Account: bot7, IpAddress: 192.168.1.7, GameServerCode: 0)
15:54:11 Lỗi: Tài khoản không tồn tại (Tài khoản: bot8, Mật khẩu: 1231231, IP: 192.168.1.7)
15:54:11 Tài khoản mới đã được tạo. (Tài khoản: bot8, Mật khẩu: 1231231, IP: 192.168.1.7)
15:54:12 Tài khoản vừa đăng nhập. (Tài khoản: bot8, IP: 192.168.1.7, Nhóm Sub: 0)
15:55:14 [AccountInfo] Account disconnected (Account: bot8, IpAddress: 192.168.1.7, GameServerCode: 0)
15:55:19 Lỗi: Tài khoản không tồn tại (Tài khoản: bot9, Mật khẩu: 1231231, IP: 192.168.1.7)
15:55:19 Tài khoản mới đã được tạo. (Tài khoản: bot9, Mật khẩu: 1231231, IP: 192.168.1.7)
15:55:20 Tài khoản vừa đăng nhập. (Tài khoản: bot9, IP: 192.168.1.7, Nhóm Sub: 0)
15:57:10 [AccountInfo] Account disconnected (Account: bot9, IpAddress: 192.168.1.7, GameServerCode: 0)
15:57:15 Lỗi: Tài khoản không tồn tại (Tài khoản: bot10, Mật khẩu: 1231231, IP: 192.168.1.7)
15:57:15 Tài khoản mới đã được tạo. (Tài khoản: bot10, Mật khẩu: 1231231, IP: 192.168.1.7)
15:57:15 Tài khoản vừa đăng nhập. (Tài khoản: bot10, IP: 192.168.1.7, Nhóm Sub: 0)
15:58:17 [AccountInfo] Account disconnected (Account: bot10, IpAddress: 192.168.1.7, GameServerCode: 0)
15:58:24 Lỗi: Tài khoản không tồn tại (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
15:58:24 Tài khoản mới đã được tạo. (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
15:58:26 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot1, IP: 51.240.225.187, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot10, IP: 113.12.153.75, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot2, IP: 104.171.187.99, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot3, IP: 152.65.255.76, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot4, IP: 113.199.189.64, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot5, IP: 51.59.165.225, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot6, IP: 137.40.95.220, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot7, IP: 73.31.69.178, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot8, IP: 74.164.167.180, Nhóm Sub: 0)
16:02:18 Tài khoản vừa đăng nhập. (Tài khoản: bot9, IP: 219.198.132.106, Nhóm Sub: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot1, IpAddress: 51.240.225.187, GameServerCode: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot10, IpAddress: 113.12.153.75, GameServerCode: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot2, IpAddress: 104.171.187.99, GameServerCode: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot3, IpAddress: 152.65.255.76, GameServerCode: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot4, IpAddress: 113.199.189.64, GameServerCode: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot5, IpAddress: 51.59.165.225, GameServerCode: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot6, IpAddress: 137.40.95.220, GameServerCode: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot7, IpAddress: 73.31.69.178, GameServerCode: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot8, IpAddress: 74.164.167.180, GameServerCode: 0)
16:02:56 [AccountInfo] Account disconnected (Account: bot9, IpAddress: 219.198.132.106, GameServerCode: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot1, IP: 94.20.180.29, Nhóm Sub: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot10, IP: 139.115.167.139, Nhóm Sub: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot2, IP: 23.144.135.3, Nhóm Sub: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot3, IP: 16.224.124.28, Nhóm Sub: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot4, IP: 175.70.115.141, Nhóm Sub: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot5, IP: 219.127.117.192, Nhóm Sub: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot6, IP: 186.49.220.218, Nhóm Sub: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot7, IP: 31.106.146.153, Nhóm Sub: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot8, IP: 186.65.55.47, Nhóm Sub: 0)
16:02:59 Tài khoản vừa đăng nhập. (Tài khoản: bot9, IP: 163.24.14.71, Nhóm Sub: 0)
16:07:49 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:19:32 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:20:20 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:20:42 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
16:20:55 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
16:21:15 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
17:05:37 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
17:11:23 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:17:39 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:19:52 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:20:48 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:22:25 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:22:34 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:25:28 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:25:41 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:26:07 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:26:17 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:27:03 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:30:05 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:30:23 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:30:34 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:31:04 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:31:18 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
19:36:07 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
19:36:44 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot1, IpAddress: 94.20.180.29, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot10, IpAddress: 139.115.167.139, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot2, IpAddress: 23.144.135.3, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot3, IpAddress: 16.224.124.28, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot4, IpAddress: 175.70.115.141, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot5, IpAddress: 219.127.117.192, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot6, IpAddress: 186.49.220.218, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot7, IpAddress: 31.106.146.153, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot8, IpAddress: 186.65.55.47, GameServerCode: 0)
20:01:56 [AccountInfo] Account disconnected by clear (Account: bot9, IpAddress: 163.24.14.71, GameServerCode: 0)
20:59:35 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
20:59:58 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:06:31 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:08:02 [AccountInfo] Account disconnected by clear (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:09:03 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:09:20 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:09:28 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:10:56 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:11:09 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:11:41 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:12:40 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:16:08 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:16:17 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:16:53 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:17:07 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:18:48 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:19:06 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:20:56 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:21:49 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:22:05 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:28:01 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:28:32 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:29:46 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:30:22 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:30:47 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:31:04 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:31:17 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:31:33 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:32:06 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:32:38 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:33:26 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:34:01 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:34:28 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:34:35 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:34:45 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:35:04 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:35:39 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:35:51 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:36:44 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:37:51 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:38:27 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:39:06 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:39:29 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:39:47 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:42:49 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:44:01 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:44:09 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:44:50 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:46:31 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:47:52 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:49:48 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:53:33 [AccountInfo] Account disconnected by clear (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
21:59:15 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
21:59:18 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:02:40 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:03:07 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:04:42 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:09:13 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:09:25 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:09:47 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:10:36 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:19:39 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:19:48 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:20:55 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:21:07 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:25:38 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:25:51 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:27:07 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:28:10 Lỗi: Tài khoản không tồn tại (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
22:28:10 Tài khoản mới đã được tạo. (Tài khoản: 11, Mật khẩu: 11, IP: 192.168.1.7)
22:28:12 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:43:32 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:47:50 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
22:48:11 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
22:50:17 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:02:56 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:03:11 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:08:42 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:09:03 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:13:28 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:18:07 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:18:10 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:22:44 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:23:14 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
