//=================================================================================================================
//					FACEBOOK: https://www.facebook.com/mukynguyen/
//					Zalo : BQT MU KỶ NGUYÊN
//					Name : MU KỶ NGUYÊN
//=================================================================================================================
//Index	Name	Damage	Mana	BP	Dis	Delay	Ene	Cmd	Attr	Type	UseType	Brand	KillCnt	St1	St2	St3	DW	DK	FE	MG	DL	SUM	RF	STUnk1	STUnk2	STUnk3	STUnk4	STUnk5	STUnk6	STUnk7	STUnk8	STUnk9	STUnk10
17	"Quả cầu năng lượng"	2	3	1	0	6	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
18	"Phòng thủ"	0	0	30	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0
19	"Chém xuống"	0	0	9	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1
20	"Đâm"	0	0	9	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
21	"Chém xoáy lên"	0	0	8	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
22	"Chém xoáy ngang"	0	0	9	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
23	"Chém ánh sáng"	0	0	10	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
24	"Tấn công liên hoàn"	0	0	5	0	6	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
26	"Phục hồi máu"	8	0	20	0	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	4
27	"Tăng sức phòng thủ"	13	0	30	0	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
28	"Tăng sức sát thương"	18	0	40	0	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
30	"Triệu tập yêu tinh"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
31	"Triệu tập quỷ dã"	0	0	70	0	0	0	170	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
32	"Triệu tập sát thủ"	0	0	110	0	0	0	190	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
33	"Triệu tập quỷ nhân"	0	0	160	0	0	0	230	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
34	"Triệu tập kỵ sỹ"	0	0	200	0	0	0	250	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
35	"Triệu tập quái vật"	0	0	250	0	0	0	260	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
36	"Triệu tập chiến binh"	0	0	350	0	0	0	280	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
38	"Mưa độc tố"	96	95	110	7	6	0	243	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2
39	"Mưa băng tuyết"	93	80	100	5	6	0	223	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
40	"Bùng nổ năng lượng"	100	0	180	45	6	0	258	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
41	"Chém xoáy"	0	0	10	10	2	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
42	"Địa chấn"	170	60	25	20	3	800	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
43	"Đâm gió"	160	70	15	12	2	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
44	"Vầng trăng khuyết"	0	90	22	15	4	0	0	0	-1	0	0	75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
45	"Lưỡi phong đao"	0	90	150	10	6	0	0	0	-1	0	0	75	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
46	"Mũi tên thiên đường"	0	120	20	15	8	0	0	0	-1	0	0	75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
47	"Đâm xoáy"	28	15	8	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
48	"Tăng lượng máu"	120	0	22	24	0	2000	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
49	"Phun lửa"	110	30	9	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
50	"Bão lửa (Quái vật)"	60	120	160	0	0	0	100	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
//Index	Name		Damage	Mana	BP	Dis	Delay	Ene	Cmd	Attr	Type	UseType	Brand	KillCnt	St1	St2	St3	DW	DK	FE	MG	DL	SUM	RF	STUnk1	STUnk2	STUnk3	STUnk4	STUnk5	STUnk6	STUnk7	STUnk8	STUnk9	STUnk10
51	"Mũi tên băng"	0		105		10	12	8	700	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1
52	"Xuyên tâm tiễn"	130	70	7	9	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
55	"Chém lửa"	0	80	15	20	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1
56	"Chém sức mạnh"	0	0	15	0	5	0	100	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
57	"Tia năng lượng"	0	75	20	15	5	0	0	0	-1	0	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
60	"Đâm ánh sáng"	0	10	10	0	4	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
61	"Hỏa xích long"	74	100	25	0	6	0	20	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
62	"Giậm đất"	0	150	0	50	10	10000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
63	"Triệu hồi thành viên"	98	0	70	30	0	30000	34	400	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
64	"Tăng sát thương"	82	0	50	50	0	0	25	300	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
65	"Tập hợp năng lượng"	92	250	0	100	10	5000	29	340	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
66	"Đâm đoạt mệnh"	0	50	10	0	4	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
67	"Cuồng phong"	0	0	70	50	2	0	0	0	-1	0	1	0	4	0	0	1	1	1	1	1	1	1	0	0	0	2	0	0
68	"Cuồng phong bạo phát"	0	0	25	30	0	0	0	0	-1	0	1	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
69	"Hồi mana liên tục"	0	0	35	30	0	0	0	0	-1	0	1	0	4	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0
70	"Tàng hình"	0	0	80	60	0	0	0	0	-1	0	1	0	5	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0
71	"Hóa giải tàng hình"	0	0	40	30	0	0	0	0	-1	0	1	0	2	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0
72	"Hóa giải ma thuật"	0	0	90	70	0	0	0	0	-1	0	1	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
73	"Tia năng lượng"	0	85	130	7	6	0	0	0	-1	0	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
74	"Cột lửa"	0	150	30	10	6	0	0	0	-1	0	0	75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
76	"Bão điện từ"	110	60	50	20	6	1500	0	0	-1	0	0	0	0	0	0	0	2	2	2	1	1	2	1	0	0	0	0	0
77	"Vô đình tiễn"	220	0	50	10	6	200	0	0	-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
78	"Lửa địa ngục"	102	130	45	10	6	0	32	70	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
79	"Bùng nổ"	0	0	0	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
200	"Triệu hồi quái vật"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	"Tấn công ma thuật"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	"Tấn công vật lý"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	"Nước thánh"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	"Nước linh hồn"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	"Kêu gọi bảo vệ"	0	0	30	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0
211	"Kêu gọi hạn chế"	0	0	30	0	3	0	0	0	0	0	0	0	5	0	0	0	1	1	1	1	1	1	0	0	0	2	0	0
212	"Theo lệnh kêu gọi"	0	0	30	0	0	0	0	0	0	0	0	0	10	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
213	"Lá chắn thời gian"	0	0	30	0	3	0	0	0	0	0	0	0	5	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
214	"Hút máu"	35	35	50	0	6	0	93	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
215	"Sét liên hoàn"	75	70	85	0	6	0	75	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
216	"Sóng điện"	80	80	100	0	6	0	75	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	"Phản hồi sát thương"	80	0	40	10	5	5000	111	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
218	"Cuồng nổ"	83	0	100	50	5	5000	181	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
219	"Ru ngủ"	40	0	20	3	6	10000	100	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
220	"Thôi miên"	50	0	10	3	6	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	"Giảm tấn công"	93	0	50	15	6	4000	173	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
222	"Giảm phòng thủ"	111	0	70	15	6	4000	201	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
223	"Gọi hỏa kỳ lân"	50	40	90	5	6	4000	100	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4
224	"Gọi quỷ"	75	65	110	10	6	4000	99	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4
225	"Gọi ma công"	85	80	120	15	6	4000	115	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4
230	"Sốc điện"	93	95	115	7	6	0	216	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
232	"Chém băng"	100	110	30	24	5	1500	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
233	"Tăng ma lực"	220	0	200	50	6	0	118	0	-1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
234	"Hồi phục"	100	0	40	10	6	0	37	0	-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
235	"Liên hoàn tiễn"	100	40	10	7	6	0	0	0	-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
236	"Hỏa diệm"	100	140	20	25	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
237	"Bão điện"	220	110	120	10	6	0	118	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
238	"Hỗn loạn"	100	190	50	15	6	0	16	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
239	"Kỹ năng tự sát Doppel"	0	140	20	25	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
260	"Ngọa Hổ"	0	0	9	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
261	"Mãnh Long"	0	0	9	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
262	"Vật ngã"	150	0	15	20	4	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
263	"Ảo ảnh liên hoàn"	180	0	70	0	6	200	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
264	"Gầm Thét"	150	0	50	30	3	700	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
265	"Hơi thở rồng"	200	0	100	100	4	3000	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
266	"Xuyên thấu"	120	0	50	10	3	1500	80	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
267	"Tăng thể lực"	80	0	50	10	7	1500	35	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
268	"Hộ thân"	50	0	50	10	7	1500	30	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
269	"Charge"	0	90	20	15	4	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
270	"Phượng hoàng tung cánh"	0	0	30	0	4	1200	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
300	"Giảm hao mòn vũ khí (1)"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	1	0	0	0	0
301	"Tăng tỷ lệ phòng thủ"	0	12	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	1	1	0	0	0
302	"Tăng SD tối đa"	0	13	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	2	2	0	0	0
303	"Tăng lực hồi phục mana"	0	7	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	2	3	0	0	0
304	"Tăng sức chống độc"	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	2	4	0	0	0
305	"Giảm hao mòn trang sức (2)"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	3	5	0	0	0
306	"Tăng tốc độ hồi SD"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	3	6	0	0	0
307	"Tăng phục hồi máu"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	3	7	0	0	0
308	"Tăng sức chống sấm sét"	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	3	3	3	3	3	0	3	8	0	0	0
309	"Tăng sức chống đỡ"	0	16	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	9	0	0	0
310	"Tăng sức phục hồi AG"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	10	0	0	0
311	"Tăng sức chống Băng công"	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	11	0	0	0
312	"Giảm hao mòn (3)"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	5	12	0	0	0
313	"Tăng tỷ lệ phòng thủ"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	5	13	0	0	0
314	"Cast Invincibility"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	14	0	0	0
315	"Phòng thủ của giáp"	0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	15	0	0	0
316	"Vengeance"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	16	0	0	0
317	"Tăng Năng lượng"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	17	0	0	0
318	"Tăng Nội lực"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	18	0	0	0
319	"Tăng nhanh nhẹn"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	19	0	0	0
320	"Tăng Sức mạnh"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	20	0	0	0
321	"Tăng sức mạnh Wing 3"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	8	21	0	0	0
322	"Tăng phòng thủ Wing 3"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	8	22	0	0	0
323	"Phòng thủ sắt"	0	1	0	0	0	0	0	0	-1	0	4	0	0	0	0	0	3	3	3	3	3	3	3	6	14	0	0	0
324	"Tăng tấn công Wing 3"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	9	24	0	0	0
325	"Tăng tỷ lệ tấn công"	0	13	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	1	25	0	0	0
326	"Tăng cường chém xoáy ngang"	0	3	9	0	2	0	0	0	-1	0	4	22	0	0	0	0	0	3	0	0	0	0	0	2	26	0	1	1
327	"Tăng cường chém ánh sáng"	0	4	10	0	2	0	0	0	-1	0	4	23	0	0	0	0	0	3	0	0	0	0	0	2	27	0	1	1
328	"Tăng cường chém xuống"	0	4	9	0	3	0	0	0	-1	0	4	19	0	0	0	0	0	3	0	0	0	0	0	2	28	0	1	1
329	"Tăng cường đâm"	0	4	9	0	2	0	0	0	-1	0	4	20	0	0	0	0	0	3	0	0	0	0	0	2	29	0	1	1
330	"Tăng cường chém xoáy"	0	4	10	10	2	0	0	0	-1	0	4	41	0	0	0	0	0	3	0	0	0	0	0	3	30	0	0	1
331	"Tăng cường địa chấn"	170	22	25	22	3	0	0	0	-1	0	4	42	0	0	0	0	0	3	0	0	0	0	0	3	31	0	0	1
332	"Chém xoáy Master"	0	1	22	20	2	0	0	0	-1	0	4	330	0	0	0	0	0	3	0	0	0	0	0	4	32	0	0	0
333	"Địa chấn Master"	170	1	50	30	3	0	0	0	4	0	4	331	0	0	0	0	0	3	0	0	0	0	0	4	33	0	0	0
334	"Tăng sinh mệnh tối đa"	0	9	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	34	0	0	0
335	"Vũ khí Master"	0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	4	35	0	0	0
336	"Tăng cường đâm gió"	160	22	15	13	2	0	0	0	5	0	4	43	0	0	0	0	0	3	0	0	0	0	0	5	36	0	0	1
337	"Tăng cường chém băng"	29285	0	30	24	5	0	0	0	0	0	4	232	0	0	0	0	0	3	0	0	0	0	0	5	37	0	0	1
338	"Tăng Mana tối đa"	0	9	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	5	38	0	0	0
339	"Tăng khả năng đâm gió"	160	7	30	26	2	0	0	0	5	0	4	336	0	0	0	0	0	3	0	0	0	0	0	6	39	0	0	0
340	"Tăng khả năng phá hủy"	121	7	30	24	5	0	0	0	0	0	4	337	0	0	0	0	0	3	0	0	0	0	0	6	40	0	0	0
341	"Tăng tối đa AG"	0	8	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	41	0	0	0
342	"Đâm gió Master"	160	7	30	26	2	0	0	0	5	0	4	339	0	0	0	0	0	3	0	0	0	0	0	7	42	0	0	0
343	"Phá hủy Master"	100	1	30	24	5	0	0	0	0	0	4	340	0	0	0	0	0	3	0	0	0	0	0	7	43	0	0	0
344	"Blood Storm"	0	25	87	29	3	10000	0	0	-1	0	4	0	0	0	0	0	0	3	0	3	0	0	0	8	44	0	0	0
345	"Tăng cường Combo "	0	7	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	6	45	0	0	0
346	"Tăng cường Blood Storm "	0	22	95	31	3	10000	0	0	-1	0	4	344	0	0	0	0	0	3	0	3	0	0	0	9	46	0	0	1
347	"Tăng khả năng tấn công"	0	14	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	1	47	0	0	0
348	"Tăng cường kiếm hai tay"	0	4	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	2	48	0	0	1
349	"Tăng cường kiếm một tay"	0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	2	49	0	0	1
350	"Tăng cường Chùy"	0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	50	0	0	1
351	"Tăng cường Giáo"	0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	51	0	0	1
352	"Kiếm hai tay Master"	0	5	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	3	52	0	0	0
353	"Kiếm một tay Master"	0	23	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	3	53	0	0	0
354	"Chùy Master"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	54	0	0	0
355	"Giáo Master"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	55	0	0	0
356	"Tăng lượng máu Master (1)"	120	7	24	26	0	0	0	0	-1	0	4	48	0	0	0	0	0	3	0	0	0	0	0	4	56	1	0	0
357	"Giảm Mana"	0	18	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	57	0	0	0
358	"Hồi phục SD khi giết quái"	0	11	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	58	0	0	0
359	"Hồi máu khi giết quái"	0	6	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	59	0	0	0
360	"Tăng lượng máu Master (2)"	120	7	26	28	0	0	0	0	-1	0	4	356	0	0	0	0	0	3	0	0	0	0	0	5	60	1	0	0
361	"Sức công kích tối thiểu"	0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	3	0	0	5	61	0	0	1
362	"Hồi Mana khi giết quái"	0	6	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	5	62	0	0	0
363	" Tăng Sinh Mệnh Master"	120	7	28	30	0	0	0	0	-1	0	4	360	0	0	0	0	0	3	0	0	0	0	0	6	63	1	0	0
364	"Tăng tấn công tối đa"	0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	3	0	0	6	64	0	0	1
366	"Tăng sát thương chí mạng"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	66	0	0	0
367	"Phục hồi tất cả Mana"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	67	0	0	0
368	"Phục hồi tất cả HP"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	68	0	0	0
369	"Tăng sát thương hoàn hảo"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	69	0	0	0
370	"Tăng tỉ lệ sát thương"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	8	70	0	0	0
371	"Tăng loại bỏ phòng thủ"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	9	71	0	0	0
372	"Phục hồi tất cả SD"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	8	72	0	0	0
373	"Tăng sát thương gấp 3"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	9	73	0	0	0
374	"Tăng sức mạnh Wing 3"	0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	8	74	0	0	0
